country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
SGP,Male,1973,47,8,2,9,A religious person,7,Married,Full time,3,45-60
SGP,Male,1972,47,8,2,6,An atheist,4,Married,Full time,3,45-60
SGP,Female,1973,47,5,2,5,A religious person,5,Married,Homemaker not otherwise employed,3,45-60
SGP,Female,1972,47,7,3,7,A religious person,9,Single,Full time,2,45-60
SGP,Male,1972,47,6,1,6,A religious person,6,Single,Self employed,4,45-60
SGP,Female,1972,47,10,3,6,An atheist,5,Married,Full time,2,45-60
SGP,Female,1972,47,8,2,7,Not a religious person,3,Single,Full time,3,45-60
SGP,Female,1973,47,5,2,3,A religious person,-2,Married,Homemaker not otherwise employed,3,45-60
SGP,Female,1972,47,4,1,6,A religious person,5,Married,Full time,4,45-60
SGP,Female,1972,47,4,1,5,Not a religious person,6,Married,Full time,4,45-60
SGP,Female,1972,47,7,2,7,An atheist,3,Married,Full time,3,45-60
SGP,Male,1972,47,6,1,6,A religious person,1,Living together as married,Full time,4,45-60
SGP,Female,1972,47,8,2,8,A religious person,8,Married,Full time,3,45-60
SGP,Female,1972,47,7,1,7,A religious person,7,Married,Full time,4,45-60
SGP,Male,1972,47,7,2,7,A religious person,1,Single,Full time,3,45-60
SGP,Female,1973,47,6,2,8,Not a religious person,3,Married,Full time,3,45-60
SGP,Male,1973,47,2,1,3,A religious person,3,Married,Full time,4,45-60
SGP,Male,1973,47,5,1,4,A religious person,5,Married,Unemployed,4,45-60
SGP,Female,1972,47,10,3,8,A religious person,5,Married,Homemaker not otherwise employed,2,45-60
SGP,Female,1972,47,9,2,10,Not a religious person,4,Married,Homemaker not otherwise employed,3,45-60
SGP,Female,1973,47,7,2,9,A religious person,6,Married,Homemaker not otherwise employed,3,45-60
SGP,Male,1972,47,8,2,5,An atheist,4,Married,Full time,3,45-60
SGP,Male,1972,47,10,1,8,Not a religious person,1,Married,Full time,4,45-60
SGP,Male,1973,47,6,2,6,Not a religious person,6,Single,Full time,3,45-60
SGP,Female,1973,47,8,2,4,A religious person,6,Married,Part time,3,45-60
SGP,Female,1973,47,8,2,8,Not a religious person,5,Married,Full time,3,45-60
SGP,Male,1972,47,8,2,9,Not a religious person,7,Single,Full time,3,45-60
SGP,Male,1973,47,6,2,6,Not a religious person,1,Married,Full time,3,45-60
SGP,Male,1973,47,7,1,7,A religious person,3,Married,Full time,4,45-60
SGP,Male,1972,47,8,3,8,Not a religious person,2,Divorced,Full time,2,45-60
SGP,Female,1972,47,5,3,5,A religious person,5,Married,Full time,2,45-60
SGP,Male,1972,47,6,1,5,An atheist,5,Single,Full time,4,45-60
SGP,Male,1973,47,5,1,5,Not a religious person,5,Married,Full time,4,45-60
SGP,Female,1973,47,8,2,8,A religious person,6,Married,Full time,3,45-60
SGP,Female,1973,47,5,1,5,A religious person,6,Widowed,Part time,4,45-60
SGP,Female,1973,47,7,2,7,A religious person,6,Married,Homemaker not otherwise employed,3,45-60
CAN,Female,1974,46,9,2,9,A religious person,5,Married,Homemaker not otherwise employed,3,45-60
CAN,Female,1974,46,8,2,9,A religious person,5,Married,Full time,3,45-60
CAN,Male,1974,46,5,2,1,Not a religious person,3,Married,Full time,3,45-60
CAN,Female,1973,46,9,3,9,Not a religious person,5,Married,Homemaker not otherwise employed,2,45-60
CAN,Female,1974,46,9,2,9,A religious person,9,Married,Full time,3,45-60
CAN,Female,1974,46,4,2,5,Not a religious person,1,Single,Full time,3,45-60
CAN,Female,1974,46,5,4,1,A religious person,1,Living together as married,Homemaker not otherwise employed,1,45-60
CAN,Female,1974,46,8,2,3,A religious person,5,Divorced,Other,3,45-60
CAN,Male,1973,46,8,2,7,Not a religious person,6,Married,Full time,3,45-60
CAN,Female,1974,46,7,2,5,A religious person,7,Married,Full time,3,45-60
CAN,Female,1973,46,7,1,6,Not a religious person,5,Married,Full time,4,45-60
CAN,Female,1974,46,7,1,2,Not a religious person,5,Married,Full time,4,45-60
CAN,Male,1973,46,6,2,6,A religious person,6,Separated,Self employed,3,45-60
CAN,Female,1973,46,7,1,7,Not a religious person,3,Single,Part time,4,45-60
CAN,Male,1973,46,5,1,1,A religious person,3,Single,Full time,4,45-60
CAN,Male,1974,46,6,2,6,An atheist,10,Married,Full time,3,45-60
CAN,Female,1974,46,8,2,7,A religious person,8,Single,Full time,3,45-60
CAN,Female,1974,46,8,3,2,Not a religious person,5,Single,Other,2,45-60
CAN,Male,1974,46,5,2,7,Not a religious person,5,Married,Full time,3,45-60
CAN,Male,1974,46,10,2,9,Not a religious person,7,Single,Full time,3,45-60
CAN,Female,1974,46,8,1,8,A religious person,5,Married,Full time,4,45-60
CAN,Male,1973,46,7,2,5,Not a religious person,5,Married,Unemployed,3,45-60
CAN,Male,1974,46,9,1,6,Not a religious person,3,Living together as married,Full time,4,45-60
CAN,Male,1974,46,8,1,8,A religious person,6,Single,Full time,4,45-60
CAN,Male,1974,46,6,1,7,Not a religious person,7,Single,Full time,4,45-60
CAN,Male,1974,46,7,2,8,Not a religious person,8,Living together as married,Full time,3,45-60
CAN,Female,1974,46,7,2,6,Not a religious person,5,Living together as married,Full time,3,45-60
CAN,Male,1974,46,8,1,9,Not a religious person,7,Living together as married,Full time,4,45-60
CAN,Male,1974,46,6,1,3,A religious person,3,Living together as married,Full time,4,45-60
CAN,Female,1974,46,3,1,3,A religious person,8,Married,Full time,4,45-60
CAN,Female,1974,46,8,2,8,A religious person,10,Married,Homemaker not otherwise employed,3,45-60
CAN,Male,1974,46,8,2,6,Not a religious person,6,Single,Full time,3,45-60
CAN,Male,1974,46,6,3,4,A religious person,4,Single,Part time,2,45-60
CAN,Male,1974,46,6,2,6,An atheist,6,Living together as married,Full time,3,45-60
CAN,Female,1974,46,4,2,1,A religious person,6,Single,Unemployed,3,45-60
CAN,Male,1974,46,5,2,7,An atheist,4,Living together as married,Full time,3,45-60
CAN,Female,1973,46,6,2,5,An atheist,5,Married,Full time,3,45-60
CAN,Male,1974,46,4,4,4,Not a religious person,4,Married,Retired/pensioned,1,45-60
CAN,Female,1973,46,9,2,9,Not a religious person,4,Single,Full time,3,45-60
CAN,Male,1974,46,8,3,7,An atheist,6,Living together as married,Full time,2,45-60
CAN,Female,1974,46,9,2,9,Not a religious person,5,Married,Full time,3,45-60
CAN,Male,1973,46,8,2,8,Not a religious person,7,Married,Full time,3,45-60
CAN,Male,1974,46,7,1,7,A religious person,6,Single,Full time,4,45-60
CAN,Male,1974,46,8,2,6,Not a religious person,4,Divorced,Full time,3,45-60
CAN,Female,1974,46,8,2,3,A religious person,4,Married,Full time,3,45-60
CAN,Male,1974,46,4,2,3,Not a religious person,5,Married,Part time,3,45-60
CAN,Male,1974,46,6,2,3,Not a religious person,6,Married,Unemployed,3,45-60
CAN,Male,1974,46,6,2,6,A religious person,7,Married,Full time,3,45-60
CAN,Male,1974,46,10,1,10,A religious person,10,Separated,Full time,4,45-60
CAN,Male,1974,46,7,1,6,An atheist,5,Married,Full time,4,45-60
CAN,Male,1974,46,9,2,7,Not a religious person,3,Living together as married,Full time,3,45-60
CAN,Female,1974,46,5,3,1,A religious person,5,Divorced,Part time,2,45-60
CAN,Male,1974,46,7,1,8,Not a religious person,5,Married,Full time,4,45-60
CAN,Male,1974,46,5,1,5,A religious person,5,Married,Full time,4,45-60
CAN,Male,1973,46,4,2,5,Not a religious person,7,Single,Unemployed,3,45-60
CAN,Male,1974,46,2,1,1,An atheist,5,Married,Unemployed,4,45-60
CAN,Male,1974,46,7,2,8,A religious person,9,Married,Part time,3,45-60
CAN,Female,1974,46,8,2,5,A religious person,7,Married,Self employed,3,45-60
CAN,Male,1974,46,2,2,3,An atheist,3,Single,Part time,3,45-60
CAN,Male,1974,46,4,2,6,An atheist,5,Single,Full time,3,45-60
NZL,Male,1973,46,3,2,1,Not a religious person,1,Single,Other,3,45-60
NZL,Male,1973,46,9,2,9,A religious person,7,Single,Full time,3,45-60
NZL,Female,1973,46,6,2,5,An atheist,2,Married,Full time,3,45-60
NZL,Female,1973,46,9,3,10,An atheist,2,Married,Homemaker not otherwise employed,2,45-60
NZL,Male,1973,46,4,1,7,Not a religious person,7,Divorced,Full time,4,45-60
NZL,Female,1973,46,8,2,7,An atheist,3,Married,Full time,3,45-60
NZL,Female,1973,46,8,2,8,A religious person,3,Married,Part time,3,45-60
NZL,Male,1973,46,8,2,7,An atheist,7,Married,Full time,3,45-60
NZL,Female,1973,46,8,1,7,Not a religious person,1,Living together as married,Full time,4,45-60
NZL,Male,1973,46,2,1,6,Not a religious person,6,Divorced,Full time,4,45-60
NZL,Male,1973,46,8,1,8,Not a religious person,9,Living together as married,Full time,4,45-60
NZL,Female,1973,46,8,1,8,A religious person,10,Married,Part time,4,45-60
NZL,Female,1973,46,5,2,4,Not a religious person,5,Married,Full time,3,45-60
SGP,Male,1973,46,8,2,7,Not a religious person,5,Married,Self employed,3,45-60
SGP,Male,1973,46,5,2,2,Not a religious person,5,Married,Full time,3,45-60
SGP,Male,1974,46,8,2,8,A religious person,1,Single,Self employed,3,45-60
SGP,Female,1973,46,10,2,10,An atheist,2,Married,Homemaker not otherwise employed,3,45-60
SGP,Male,1974,46,5,2,2,Not a religious person,1,Married,Self employed,3,45-60
SGP,Female,1974,46,4,1,3,Not a religious person,5,Divorced,Full time,4,45-60
SGP,Female,1974,46,7,2,3,A religious person,8,Separated,Part time,3,45-60
SGP,Male,1974,46,9,1,8,Not a religious person,8,Married,Full time,4,45-60
SGP,Male,1974,46,7,1,7,Not a religious person,6,Married,Full time,4,45-60
SGP,Male,1973,46,7,2,6,Not a religious person,6,Married,Full time,3,45-60
SGP,Male,1973,46,8,2,8,A religious person,4,Married,Full time,3,45-60
SGP,Female,1973,46,6,1,10,A religious person,3,Divorced,Full time,4,45-60
SGP,Female,1973,46,7,2,7,A religious person,3,Single,Full time,3,45-60
SGP,Male,1973,46,9,1,8,Not a religious person,5,Married,Full time,4,45-60
SGP,Female,1974,46,3,3,5,A religious person,3,Married,Part time,2,45-60
SGP,Female,1973,46,8,2,8,A religious person,3,Single,Full time,3,45-60
SGP,Female,1973,46,8,1,10,A religious person,3,Married,Full time,4,45-60
SGP,Female,1974,46,7,2,7,Not a religious person,1,Married,Full time,3,45-60
SGP,Male,1973,46,4,1,4,Not a religious person,5,Married,Unemployed,4,45-60
SGP,Male,1974,46,4,1,4,An atheist,5,Married,Full time,4,45-60
SGP,Male,1974,46,7,1,4,An atheist,3,Married,Full time,4,45-60
SGP,Male,1974,46,5,1,5,Not a religious person,5,Separated,Full time,4,45-60
SGP,Female,1974,46,6,2,4,Not a religious person,5,Divorced,Part time,3,45-60
SGP,Female,1974,46,5,1,2,Not a religious person,6,Married,Self employed,4,45-60
SGP,Male,1974,46,5,1,3,An atheist,3,Married,Self employed,4,45-60
SGP,Male,1974,46,8,2,8,A religious person,5,Single,Full time,3,45-60
SGP,Female,1974,46,7,2,6,Not a religious person,8,Married,Full time,3,45-60
SGP,Male,1974,46,7,2,4,A religious person,7,Married,Full time,3,45-60
SGP,Female,1974,46,10,2,9,A religious person,7,Married,Self employed,3,45-60
SGP,Male,1974,46,7,1,5,An atheist,5,Married,Full time,4,45-60
SGP,Male,1974,46,7,2,7,A religious person,6,Married,Full time,3,45-60
CAN,Male,1975,45,7,2,8,A religious person,8,Married,Full time,3,45-60
CAN,Male,1974,45,7,1,6,A religious person,5,Living together as married,Full time,4,45-60
CAN,Female,1975,45,8,1,6,A religious person,5,Single,Full time,4,45-60
CAN,Female,1974,45,6,1,5,An atheist,3,Divorced,Full time,4,45-60
CAN,Female,1975,45,3,1,1,A religious person,5,Single,Unemployed,4,45-60
CAN,Female,1975,45,8,1,7,A religious person,7,Married,Part time,4,45-60
CAN,Female,1975,45,9,2,9,Not a religious person,9,Married,Full time,3,45-60
CAN,Male,1975,45,7,2,6,Not a religious person,6,Married,Full time,3,45-60
CAN,Female,1974,45,8,1,9,An atheist,4,Married,Full time,4,45-60
CAN,Female,1975,45,6,2,7,Not a religious person,2,Single,Full time,3,45-60
CAN,Male,1975,45,4,2,2,An atheist,1,Married,Full time,3,45-60
CAN,Male,1975,45,5,2,5,An atheist,3,Living together as married,Full time,3,45-60
CAN,Male,1974,45,8,1,8,Not a religious person,9,Married,Self employed,4,45-60
CAN,Male,1975,45,7,2,2,A religious person,6,Married,Unemployed,3,45-60
CAN,Male,1975,45,5,1,3,An atheist,5,Living together as married,Full time,4,45-60
CAN,Male,1975,45,6,2,6,Not a religious person,5,Living together as married,Full time,3,45-60
CAN,Male,1975,45,7,1,6,An atheist,4,Living together as married,Full time,4,45-60
CAN,Female,1975,45,8,2,6,A religious person,6,Single,Full time,3,45-60
CAN,Male,1975,45,8,2,4,Not a religious person,5,Living together as married,Unemployed,3,45-60
CAN,Female,1975,45,6,1,4,An atheist,4,Living together as married,Unemployed,4,45-60
CAN,Male,1975,45,7,1,8,A religious person,7,Married,Full time,4,45-60
CAN,Female,1975,45,7,2,7,Not a religious person,3,Widowed,Full time,3,45-60
CAN,Female,1974,45,9,2,7,A religious person,5,Married,Full time,3,45-60
CAN,Male,1975,45,7,3,8,An atheist,2,Separated,Full time,2,45-60
CAN,Female,1974,45,9,2,9,An atheist,9,Widowed,Retired/pensioned,3,45-60
CAN,Male,1975,45,8,2,7,Not a religious person,9,Separated,Self employed,3,45-60
CAN,Female,1975,45,7,1,10,Not a religious person,5,Married,Part time,4,45-60
CAN,Male,1975,45,6,1,7,Not a religious person,7,Divorced,Full time,4,45-60
CAN,Female,1974,45,5,1,3,Not a religious person,5,Single,Full time,4,45-60
CAN,Male,1975,45,8,2,7,Not a religious person,5,Single,Full time,3,45-60
CAN,Female,1975,45,9,2,5,A religious person,8,Married,Full time,3,45-60
CAN,Female,1975,45,4,1,1,A religious person,5,Single,Unemployed,4,45-60
CAN,Male,1974,45,7,1,7,Not a religious person,1,Single,Student,4,45-60
CAN,Male,1974,45,6,1,3,An atheist,5,Single,Full time,4,45-60
CAN,Female,1973,45,7,2,4,Not a religious person,5,Married,Homemaker not otherwise employed,3,45-60
CAN,Female,1975,45,8,1,9,A religious person,5,Living together as married,Full time,4,45-60
CAN,Female,1975,45,3,2,1,A religious person,5,Widowed,Unemployed,3,45-60
CAN,Female,1974,45,5,3,6,A religious person,4,Single,Full time,2,45-60
CAN,Male,1975,45,10,1,8,An atheist,5,Married,Full time,4,45-60
CAN,Male,1974,45,4,1,5,A religious person,8,Married,Full time,4,45-60
CAN,Female,1975,45,5,1,4,An atheist,6,Single,Self employed,4,45-60
CAN,Male,1974,45,9,2,10,Not a religious person,3,Living together as married,Full time,3,45-60
CAN,Male,1975,45,6,4,6,An atheist,6,Living together as married,Self employed,1,45-60
CAN,Female,1975,45,8,2,7,Not a religious person,3,Living together as married,Self employed,3,45-60
CAN,Male,1975,45,4,2,3,Not a religious person,1,Single,Unemployed,3,45-60
CAN,Male,1975,45,1,1,7,Not a religious person,6,Living together as married,Full time,4,45-60
CAN,Male,1975,45,1,1,1,Not a religious person,1,Single,Unemployed,4,45-60
CAN,Female,1975,45,6,1,6,Not a religious person,4,Single,Full time,4,45-60
CAN,Male,1975,45,8,1,7,Not a religious person,7,Living together as married,Full time,4,45-60
CAN,Male,1975,45,7,2,8,An atheist,3,Living together as married,Self employed,3,45-60
CAN,Male,1975,45,4,2,8,Not a religious person,5,Separated,Full time,3,45-60
CAN,Male,1975,45,8,1,8,A religious person,10,Married,Full time,4,45-60
CAN,Female,1975,45,4,1,3,Not a religious person,5,Divorced,Full time,4,45-60
CAN,Female,1975,45,7,2,4,An atheist,5,Separated,Full time,3,45-60
CAN,Male,1975,45,6,1,6,Not a religious person,6,Married,Full time,4,45-60
CAN,Male,1975,45,4,1,3,Not a religious person,3,Single,Full time,4,45-60
CAN,Female,1975,45,7,2,7,A religious person,6,Married,Student,3,45-60
CAN,Male,1975,45,7,1,3,An atheist,6,Married,Full time,4,45-60
CAN,Female,1975,45,9,2,5,Not a religious person,3,Married,Full time,3,45-60
CAN,Female,1975,45,10,1,10,A religious person,7,Single,Self employed,4,45-60
CAN,Female,1974,45,9,2,9,An atheist,7,Married,Full time,3,45-60
CAN,Female,1975,45,8,2,6,Not a religious person,5,Married,Part time,3,45-60
CAN,Female,1975,45,9,2,10,A religious person,5,Married,Retired/pensioned,3,45-60
CAN,Female,1975,45,8,4,5,A religious person,5,Married,Other,1,45-60
CAN,Female,1975,45,7,2,7,Not a religious person,7,Married,Full time,3,45-60
CAN,Female,1974,45,9,1,6,Not a religious person,5,Married,Self employed,4,45-60
CAN,Female,1975,45,8,1,5,Not a religious person,6,Living together as married,Full time,4,45-60
CAN,Male,1975,45,7,1,8,A religious person,7,Married,Full time,4,45-60
CAN,Male,1975,45,7,2,7,Not a religious person,6,Single,Full time,3,45-60
CAN,Male,1974,45,8,2,6,Not a religious person,3,Single,Full time,3,45-60
NZL,Male,1974,45,8,2,7,An atheist,7,Married,Part time,3,45-60
NZL,Male,1974,45,8,1,7,Not a religious person,6,Married,Full time,4,45-60
NZL,Female,1974,45,9,2,8,Not a religious person,2,Married,Full time,3,45-60
NZL,Female,1974,45,7,2,10,An atheist,5,Married,Full time,3,45-60
NZL,Male,1974,45,8,1,9,Not a religious person,8,Married,Full time,4,45-60
NZL,Female,1974,45,5,2,3,An atheist,3,Married,Part time,3,45-60
NZL,Male,1974,45,7,2,8,Don't know,5,Single,Full time,3,45-60
NZL,Male,1974,45,10,1,8,A religious person,1,Married,Full time,4,45-60
NZL,Female,1974,45,6,1,5,Don't know,6,Living together as married,Full time,4,45-60
NZL,Male,1974,45,9,1,8,A religious person,7,Married,Full time,4,45-60
NZL,Female,1974,45,8,2,6,Not a religious person,5,Living together as married,Part time,3,45-60
NZL,Male,1974,45,8,2,6,Not a religious person,3,Married,Full time,3,45-60
NZL,Male,1974,45,7,3,8,An atheist,6,Single,Full time,2,45-60
NZL,Female,1974,45,8,1,8,A religious person,8,Married,Full time,4,45-60
NZL,Female,1974,45,9,3,8,An atheist,3,Separated,Part time,2,45-60
SGP,Female,1975,45,9,1,7,Not a religious person,7,Married,Full time,4,45-60
SGP,Female,1974,45,5,1,4,A religious person,5,Married,Part time,4,45-60
SGP,Male,1974,45,8,2,8,A religious person,5,Married,Full time,3,45-60
SGP,Female,1975,45,8,2,7,An atheist,8,Married,Full time,3,45-60
SGP,Female,1975,45,5,1,5,A religious person,5,Married,Full time,4,45-60
SGP,Male,1975,45,8,1,4,Not a religious person,5,Married,Unemployed,4,45-60
SGP,Female,1974,45,3,1,4,Not a religious person,5,Separated,Full time,4,45-60
SGP,Male,1975,45,5,2,5,Not a religious person,6,Single,Full time,3,45-60
SGP,Female,1974,45,8,2,6,Not a religious person,1,Married,Part time,3,45-60
SGP,Male,1974,45,8,2,10,Not a religious person,2,Married,Full time,3,45-60
SGP,Female,1974,45,8,1,7,A religious person,5,Single,Full time,4,45-60
SGP,Male,1974,45,7,2,7,A religious person,7,Married,Full time,3,45-60
SGP,Male,1974,45,6,2,8,Not a religious person,8,Living together as married,Full time,3,45-60
SGP,Female,1974,45,9,1,8,Not a religious person,6,Married,Self employed,4,45-60
SGP,Female,1975,45,10,2,10,A religious person,8,Married,Homemaker not otherwise employed,3,45-60
SGP,Female,1974,45,10,2,10,A religious person,1,Married,Homemaker not otherwise employed,3,45-60
SGP,Male,1974,45,8,1,6,A religious person,3,Married,Full time,4,45-60
SGP,Female,1974,45,5,1,5,A religious person,1,Married,Unemployed,4,45-60
SGP,Female,1975,45,5,3,5,Not a religious person,5,Married,Homemaker not otherwise employed,2,45-60
SGP,Male,1974,45,7,1,4,A religious person,8,Married,Full time,4,45-60
SGP,Male,1974,45,4,3,7,A religious person,5,Married,Full time,2,45-60
SGP,Male,1975,45,7,2,6,A religious person,6,Married,Full time,3,45-60
SGP,Female,1975,45,10,1,7,A religious person,5,Married,Homemaker not otherwise employed,4,45-60
SGP,Male,1975,45,10,1,10,Not a religious person,1,Married,Full time,4,45-60
SGP,Female,1974,45,8,2,8,Not a religious person,5,Married,Homemaker not otherwise employed,3,45-60
SGP,Male,1974,45,7,2,6,A religious person,5,Married,Full time,3,45-60
SGP,Male,1975,45,10,1,7,A religious person,-2,Married,Full time,4,45-60
SGP,Female,1974,45,9,2,9,A religious person,5,Married,Homemaker not otherwise employed,3,45-60
SGP,Female,1975,45,5,2,5,A religious person,6,Married,Self employed,3,45-60
SGP,Male,1975,45,6,1,6,Not a religious person,5,Married,Self employed,4,45-60
SGP,Female,1975,45,5,1,3,A religious person,6,Married,Homemaker not otherwise employed,4,45-60
SGP,Female,1975,45,5,1,3,A religious person,5,Married,Full time,4,45-60
SGP,Female,1975,45,9,2,9,Not a religious person,5,Married,Full time,3,45-60
SGP,Male,1975,45,6,1,6,A religious person,6,Married,Full time,4,45-60
SGP,Female,1975,45,5,2,2,A religious person,5,Separated,Full time,3,45-60
SGP,Female,1975,45,4,2,5,A religious person,7,Married,Retired/pensioned,3,45-60
CAN,Female,1976,44,4,4,3,Not a religious person,4,Separated,Other,1,29-44
CAN,Male,1976,44,8,2,8,A religious person,7,Living together as married,Full time,3,29-44
CAN,Male,1976,44,5,3,3,Not a religious person,1,Married,Full time,2,29-44
CAN,Male,1976,44,4,1,7,Not a religious person,7,Married,Full time,4,29-44
CAN,Male,1977,44,5,1,7,Not a religious person,5,Living together as married,Self employed,4,29-44
CAN,Male,1976,44,7,1,6,An atheist,7,Single,Full time,4,29-44
CAN,Male,1976,44,6,2,8,An atheist,5,Single,Full time,3,29-44
CAN,Female,1976,44,6,2,4,Not a religious person,5,Married,Unemployed,3,29-44
CAN,Female,1976,44,9,2,8,A religious person,5,Single,Full time,3,29-44
CAN,Male,1977,44,6,2,6,An atheist,5,Living together as married,Full time,3,29-44
CAN,Male,1975,44,10,4,10,A religious person,10,Single,Unemployed,1,29-44
CAN,Male,1976,44,8,1,8,Not a religious person,5,Living together as married,Full time,4,29-44
CAN,Male,1976,44,9,2,8,Not a religious person,6,Married,Full time,3,29-44
CAN,Male,1975,44,8,3,7,Not a religious person,1,Divorced,Part time,2,29-44
CAN,Female,1975,44,9,1,9,Not a religious person,5,Living together as married,Part time,4,29-44
CAN,Male,1976,44,6,1,6,A religious person,6,Separated,Full time,4,29-44
CAN,Male,1975,44,7,2,7,Not a religious person,5,Married,Full time,3,29-44
CAN,Female,1976,44,8,3,8,A religious person,8,Married,Homemaker not otherwise employed,2,29-44
CAN,Female,1976,44,3,1,4,Not a religious person,1,Living together as married,Full time,4,29-44
CAN,Female,1976,44,8,1,8,Not a religious person,4,Single,Full time,4,29-44
CAN,Male,1975,44,8,3,8,An atheist,2,Married,Full time,2,29-44
CAN,Male,1975,44,8,2,2,An atheist,1,Living together as married,Full time,3,29-44
CAN,Female,1975,44,5,2,7,An atheist,2,Married,Full time,3,29-44
CAN,Male,1976,44,7,1,6,A religious person,5,Living together as married,Full time,4,29-44
CAN,Male,1975,44,8,2,9,Not a religious person,5,Married,Full time,3,29-44
CAN,Female,1976,44,5,1,1,An atheist,1,Married,Homemaker not otherwise employed,4,29-44
CAN,Male,1976,44,8,1,6,Not a religious person,6,Divorced,Full time,4,29-44
CAN,Female,1976,44,7,2,5,Not a religious person,5,Separated,Full time,3,29-44
CAN,Male,1976,44,10,1,7,A religious person,8,Married,Full time,4,29-44
CAN,Male,1976,44,8,2,5,Not a religious person,9,Living together as married,Self employed,3,29-44
CAN,Female,1976,44,8,2,8,An atheist,2,Living together as married,Full time,3,29-44
CAN,Female,1976,44,6,2,5,An atheist,5,Married,Homemaker not otherwise employed,3,29-44
CAN,Male,1976,44,7,2,6,Not a religious person,5,Single,Full time,3,29-44
CAN,Female,1976,44,7,1,6,Not a religious person,6,Living together as married,Full time,4,29-44
CAN,Male,1975,44,6,1,7,A religious person,8,Separated,Full time,4,29-44
CAN,Female,1976,44,5,3,1,A religious person,4,Single,Unemployed,2,29-44
CAN,Male,1976,44,1,2,1,A religious person,5,Single,Full time,3,29-44
CAN,Female,1975,44,7,1,6,Not a religious person,6,Living together as married,Full time,4,29-44
CAN,Female,1976,44,6,1,2,Not a religious person,5,Living together as married,Full time,4,29-44
CAN,Female,1976,44,6,2,6,Not a religious person,6,Living together as married,Unemployed,3,29-44
CAN,Male,1976,44,9,2,7,Not a religious person,4,Married,Full time,3,29-44
CAN,Female,1976,44,6,1,3,Not a religious person,4,Single,Full time,4,29-44
CAN,Female,1975,44,9,2,8,Not a religious person,7,Married,Full time,3,29-44
CAN,Male,1976,44,7,2,7,An atheist,2,Single,Full time,3,29-44
CAN,Female,1976,44,8,1,7,A religious person,5,Single,Full time,4,29-44
CAN,Male,1976,44,6,2,6,An atheist,7,Married,Full time,3,29-44
CAN,Male,1976,44,4,2,2,A religious person,10,Single,Full time,3,29-44
CAN,Female,1976,44,5,1,1,A religious person,5,Single,Full time,4,29-44
CAN,Female,1976,44,5,1,8,Not a religious person,4,Separated,Full time,4,29-44
CAN,Female,1976,44,5,3,8,An atheist,5,Living together as married,Other,2,29-44
CAN,Male,1976,44,9,1,8,A religious person,8,Single,Full time,4,29-44
CAN,Female,1975,44,4,2,7,A religious person,5,Single,Full time,3,29-44
CAN,Male,1975,44,7,1,8,Not a religious person,5,Living together as married,Full time,4,29-44
CAN,Male,1976,44,8,1,4,An atheist,5,Married,Full time,4,29-44
CAN,Male,1976,44,8,2,5,A religious person,7,Single,Other,3,29-44
CAN,Female,1976,44,6,2,6,Not a religious person,1,Separated,Self employed,3,29-44
CAN,Male,1976,44,10,2,10,A religious person,8,Married,Full time,3,29-44
CAN,Male,1976,44,6,3,4,Not a religious person,5,Living together as married,Unemployed,2,29-44
CAN,Male,1976,44,8,1,8,Not a religious person,9,Divorced,Full time,4,29-44
CAN,Male,1976,44,8,1,5,Not a religious person,5,Married,Part time,4,29-44
CAN,Male,1976,44,8,2,7,An atheist,8,Married,Full time,3,29-44
CAN,Male,1975,44,7,2,6,A religious person,6,Living together as married,Unemployed,3,29-44
CAN,Female,1976,44,8,1,9,Not a religious person,5,Living together as married,Full time,4,29-44
CAN,Male,1975,44,2,3,2,Not a religious person,5,Single,Other,2,29-44
CAN,Male,1976,44,8,1,7,A religious person,3,Married,Full time,4,29-44
CAN,Male,1976,44,9,1,7,Not a religious person,8,Married,Full time,4,29-44
CAN,Male,1976,44,8,1,7,A religious person,7,Married,Full time,4,29-44
CAN,Male,1975,44,8,1,5,A religious person,5,Single,Full time,4,29-44
CAN,Male,1976,44,9,1,9,Not a religious person,8,Living together as married,Full time,4,29-44
CAN,Female,1976,44,10,1,10,Not a religious person,10,Living together as married,Full time,4,29-44
CAN,Male,1976,44,5,2,7,An atheist,3,Living together as married,Full time,3,29-44
CAN,Male,1976,44,10,4,3,A religious person,5,Single,Unemployed,1,29-44
CAN,Male,1976,44,7,1,8,An atheist,4,Living together as married,Full time,4,29-44
CAN,Male,1976,44,6,1,6,Not a religious person,3,Single,Full time,4,29-44
CAN,Female,1976,44,5,2,5,An atheist,5,Divorced,Part time,3,29-44
CAN,Male,1976,44,8,2,8,A religious person,4,Married,Full time,3,29-44
CAN,Male,1975,44,8,1,8,An atheist,5,Living together as married,Full time,4,29-44
NZL,Female,1975,44,3,2,2,Not a religious person,4,Married,Part time,3,29-44
NZL,Male,1975,44,8,1,8,An atheist,8,Married,Full time,4,29-44
NZL,Male,1975,44,9,2,9,A religious person,3,Married,Full time,3,29-44
NZL,Female,1975,44,8,2,8,An atheist,3,Living together as married,Part time,3,29-44
NZL,Male,1975,44,10,2,8,A religious person,10,Married,Full time,3,29-44
NZL,Female,1975,44,7,2,6,A religious person,8,Living together as married,Full time,3,29-44
NZL,Male,1975,44,8,1,7,Not a religious person,4,Married,Full time,4,29-44
