country,sex,age,marital_status,employment
CAN,Male,57,Married,Full time
CAN,Female,68,Separated,Retired/pensioned
CAN,Female,24,Living together as married,Unemployed
CAN,Female,28,Single,Unemployed
CAN,Male,58,Single,Retired/pensioned
CAN,Female,62,Married,Homemaker not otherwise employed
CAN,Male,58,Single,Part time
CAN,Male,77,Married,Retired/pensioned
CAN,Female,74,Divorced,Part time
CAN,Female,49,Married,Part time
CAN,Male,60,Married,Full time
CAN,Male,72,Married,Retired/pensioned
CAN,Female,48,Single,Full time
CAN,Male,48,Married,Retired/pensioned
CAN,Male,64,Married,Retired/pensioned
CAN,Female,55,Living together as married,Other
CAN,Female,41,Single,Self employed
CAN,Male,68,Married,Retired/pensioned
CAN,Male,49,Married,Full time
CAN,Male,49,Divorced,Full time
CAN,Female,49,Married,Unemployed
CAN,Male,51,Married,Full time
CAN,Male,39,Married,Full time
CAN,Male,70,Married,Retired/pensioned
CAN,Male,39,Married,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Female,48,Married,Unemployed
CAN,Male,77,Single,Retired/pensioned
CAN,Male,56,Divorced,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Male,40,Married,Full time
CAN,Female,37,Married,Part time
CAN,Female,42,Living together as married,Full time
CAN,Male,62,Separated,Retired/pensioned
CAN,Female,50,Married,Unemployed
CAN,Female,45,Separated,Full time
CAN,Male,20,Single,Student
CAN,Male,54,Divorced,Full time
CAN,Female,20,Single,Student
CAN,Male,74,Single,Retired/pensioned
CAN,Male,50,Separated,Unemployed
CAN,Male,21,Single,Student
CAN,Female,57,Single,Retired/pensioned
CAN,Female,71,Separated,Retired/pensioned
CAN,Male,51,Single,Full time
CAN,Male,46,Married,Part time
CAN,Female,65,Married,Retired/pensioned
CAN,Male,51,Married,Full time
CAN,Male,47,Living together as married,Full time
CAN,Male,70,Single,Retired/pensioned
CAN,Female,24,Living together as married,Self employed
CAN,Male,83,Married,Part time
CAN,Female,22,Married,Full time
CAN,Male,35,Married,Full time
CAN,Female,35,Single,Full time
CAN,Male,67,Married,Retired/pensioned
CAN,Male,76,Living together as married,Retired/pensioned
CAN,Male,65,Married,Retired/pensioned
CAN,Male,54,Living together as married,Unemployed
CAN,Male,66,Living together as married,Retired/pensioned
CAN,Female,21,Single,Student
CAN,Male,46,Married,Unemployed
CAN,Male,57,Living together as married,Full time
CAN,Female,49,Married,Part time
CAN,Female,48,Living together as married,Part time
CAN,Male,37,Living together as married,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Female,41,Separated,Full time
CAN,Male,54,Living together as married,Full time
CAN,Male,80,Married,Retired/pensioned
CAN,Male,70,Single,Retired/pensioned
CAN,Female,37,Married,Full time
CAN,Female,38,Married,Full time
CAN,Male,46,Married,Full time
CAN,Female,37,Married,Homemaker not otherwise employed
CAN,Female,63,Married,Retired/pensioned
CAN,Male,75,Married,Retired/pensioned
CAN,Male,40,Single,Full time
CAN,Female,70,Divorced,Retired/pensioned
CAN,Female,52,Divorced,Other
CAN,Female,41,Married,Full time
CAN,Male,43,Married,Full time
CAN,Male,38,Living together as married,Full time
CAN,Male,23,Single,Student
CAN,Female,37,Living together as married,Homemaker not otherwise employed
CAN,Male,58,Married,Retired/pensioned
CAN,Male,61,Living together as married,Retired/pensioned
CAN,Male,65,Single,Full time
CAN,Male,54,Married,Full time
CAN,Male,62,Married,Full time
CAN,Female,84,Widowed,Retired/pensioned
CAN,Male,62,Single,Part time
CAN,Male,36,Divorced,Full time
CAN,Male,69,Married,Retired/pensioned
CAN,Male,35,Married,Full time
CAN,Male,54,Divorced,Full time
CAN,Female,70,Married,Retired/pensioned
CAN,Male,39,Married,Full time
CAN,Male,56,Married,Full time
CAN,Female,55,Married,Full time
CAN,Female,43,Married,Part time
CAN,Female,67,Married,Retired/pensioned
CAN,Male,18,Single,Student
CAN,Male,22,Single,Other
CAN,Male,20,Single,Student
CAN,Female,64,Widowed,Retired/pensioned
CAN,Female,21,Single,Student
CAN,Male,57,Widowed,Homemaker not otherwise employed
CAN,Male,50,Married,Full time
CAN,Female,63,Married,Retired/pensioned
CAN,Male,49,Married,Full time
CAN,Male,50,Single,Full time
CAN,Male,50,Married,Full time
CAN,Male,50,Married,Full time
CAN,Male,75,Single,Retired/pensioned
CAN,Male,45,Married,Full time
CAN,Female,42,Widowed,Full time
CAN,Male,35,Single,Other
CAN,Female,76,Divorced,Retired/pensioned
CAN,Male,41,Living together as married,Full time
CAN,Male,20,Single,Student
CAN,Male,64,Married,Retired/pensioned
CAN,Male,63,Single,Retired/pensioned
CAN,Female,47,Married,Part time
CAN,Female,69,Married,Retired/pensioned
CAN,Male,36,Single,Part time
CAN,Female,47,Married,Full time
CAN,Male,73,Married,Retired/pensioned
CAN,Male,37,Married,Full time
CAN,Male,23,Single,Student
CAN,Male,68,Married,Retired/pensioned
CAN,Male,49,Married,Full time
CAN,Female,62,Married,Other
CAN,Male,50,Married,Full time
CAN,Male,63,Married,Retired/pensioned
CAN,Male,64,Married,Retired/pensioned
CAN,Male,44,Divorced,Full time
CAN,Female,35,Married,Self employed
CAN,Female,65,Married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Female,43,Living together as married,Part time
CAN,Female,66,Married,Part time
CAN,Male,50,Married,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Male,71,Married,Retired/pensioned
CAN,Female,22,Single,Part time
CAN,Male,59,Single,Full time
CAN,Male,25,Married,Unemployed
CAN,Male,68,Married,Retired/pensioned
CAN,Male,22,Single,Student
CAN,Male,53,Living together as married,Full time
CAN,Male,23,Single,Full time
CAN,Female,39,Living together as married,Full time
CAN,Male,46,Separated,Full time
CAN,Female,81,Married,Retired/pensioned
CAN,Male,70,Married,Retired/pensioned
CAN,Male,24,Single,Student
CAN,Female,64,Divorced,Retired/pensioned
CAN,Male,19,Single,Student
CAN,Male,23,Single,Full time
CAN,Male,35,Married,Full time
CAN,Female,65,Single,Unemployed
CAN,Male,53,Single,Full time
CAN,Male,46,Married,Full time
CAN,Male,58,Married,Retired/pensioned
CAN,Female,54,Married,Full time
CAN,Male,70,Divorced,Retired/pensioned
CAN,Male,78,Married,Retired/pensioned
CAN,Female,56,Married,Full time
CAN,Male,54,Separated,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Male,40,Married,Full time
CAN,Male,44,Married,Part time
CAN,Male,49,Married,Full time
CAN,Male,51,Single,Retired/pensioned
CAN,Male,62,Married,Retired/pensioned
CAN,Male,39,Married,Full time
CAN,Male,32,Married,Full time
CAN,Male,43,Single,Full time
CAN,Male,67,Widowed,Retired/pensioned
CAN,Female,23,Living together as married,Full time
CAN,Male,45,Single,Full time
CAN,Female,60,Married,Retired/pensioned
CAN,Female,22,Single,Student
CAN,Male,19,Living together as married,Student
CAN,Male,43,Single,Full time
CAN,Female,48,Married,Homemaker not otherwise employed
CAN,Male,59,Single,Retired/pensioned
CAN,Male,58,Married,Self employed
CAN,Male,82,Married,Retired/pensioned
CAN,Male,18,Single,Student
CAN,Male,38,Living together as married,Full time
CAN,Female,53,Married,Other
CAN,Male,59,Living together as married,Retired/pensioned
CAN,Female,35,Single,Full time
CAN,Male,28,Living together as married,Full time
CAN,Female,21,Single,Student
CAN,Male,22,Single,Student
CAN,Male,39,Divorced,Full time
CAN,Male,44,Married,Full time
CAN,Male,35,Single,Full time
CAN,Female,61,Married,Retired/pensioned
CAN,Male,52,Married,Retired/pensioned
CAN,Male,35,Living together as married,Unemployed
CAN,Male,64,Married,Retired/pensioned
CAN,Male,60,Married,Full time
CAN,Female,50,Single,Full time
CAN,Male,68,Married,Part time
CAN,Male,47,Divorced,Full time
CAN,Female,65,Married,Retired/pensioned
CAN,Male,54,Married,Full time
CAN,Male,40,Married,Full time
CAN,Male,48,Married,Homemaker not otherwise employed
CAN,Male,62,Separated,Full time
CAN,Female,59,Married,Retired/pensioned
CAN,Male,55,Separated,Part time
CAN,Male,59,Single,Retired/pensioned
CAN,Female,57,Divorced,Full time
CAN,Male,44,Living together as married,Unemployed
CAN,Male,50,Married,Full time
CAN,Female,41,Married,Homemaker not otherwise employed
CAN,Male,61,Single,Part time
CAN,Female,57,Married,Retired/pensioned
CAN,Male,39,Living together as married,Full time
CAN,Female,51,Single,Other
CAN,Female,72,Married,Retired/pensioned
CAN,Male,78,Married,Retired/pensioned
CAN,Female,59,Married,Part time
CAN,Female,56,Married,Full time
CAN,Male,80,Married,Retired/pensioned
CAN,Male,38,Married,Full time
CAN,Male,60,Married,Retired/pensioned
CAN,Male,52,Married,Full time
CAN,Male,51,Married,Other
CAN,Male,50,Married,Part time
CAN,Female,65,Married,Retired/pensioned
CAN,Male,69,Divorced,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Female,44,Living together as married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Female,18,Married,Student
CAN,Female,36,Single,Full time
CAN,Female,35,Single,Full time
CAN,Male,54,Married,Full time
CAN,Female,45,Married,Student
CAN,Female,24,Single,Unemployed
CAN,Female,41,Single,Unemployed
CAN,Male,58,Single,Retired/pensioned
CAN,Male,62,Living together as married,Retired/pensioned
CAN,Female,38,Single,Full time
CAN,Female,71,Living together as married,Retired/pensioned
CAN,Male,60,Married,Retired/pensioned
CAN,Male,53,Married,Full time
CAN,Male,53,Living together as married,Part time
CAN,Female,19,Single,Student
CAN,Male,61,Married,Retired/pensioned
CAN,Female,62,Married,Retired/pensioned
CAN,Male,43,Married,Full time
CAN,Male,74,Married,Retired/pensioned
CAN,Female,65,Married,Retired/pensioned
CAN,Male,18,Married,Full time
CAN,Male,47,Single,Part time
CAN,Female,22,Living together as married,Full time
CAN,Female,51,Married,Full time
CAN,Male,63,Married,Unemployed
CAN,Male,50,Living together as married,Full time
CAN,Male,54,Married,Self employed
CAN,Male,64,Married,Part time
CAN,Male,44,Single,Other
CAN,Male,58,Married,Self employed
CAN,Female,68,Divorced,Retired/pensioned
CAN,Female,50,Separated,Homemaker not otherwise employed
CAN,Male,72,Married,Retired/pensioned
CAN,Male,62,Married,Retired/pensioned
CAN,Male,76,Married,Self employed
CAN,Female,41,Divorced,Student
CAN,Male,46,Living together as married,Full time
CAN,Female,64,Married,Retired/pensioned
CAN,Male,41,Living together as married,Full time
CAN,Female,35,Married,Homemaker not otherwise employed
CAN,Female,51,Living together as married,Full time
CAN,Female,53,Married,Full time
CAN,Male,65,Divorced,Full time
CAN,Female,54,Separated,Part time
CAN,Female,43,Married,Homemaker not otherwise employed
CAN,Male,53,Married,Full time
CAN,Male,41,Living together as married,Full time
CAN,Female,18,Single,Part time
CAN,Female,78,Single,Retired/pensioned
CAN,Male,35,Single,Full time
CAN,Female,55,Married,Unemployed
CAN,Male,70,Married,Retired/pensioned
CAN,Male,22,Single,Full time
CAN,Female,60,Married,Part time
CAN,Male,50,Single,Full time
CAN,Male,56,Single,Part time
CAN,Female,21,Single,Student
CAN,Male,55,Single,Full time
CAN,Male,59,Married,Full time
CAN,Male,37,Married,Full time
CAN,Male,51,Separated,Part time
CAN,Male,23,Single,Student
CAN,Female,40,Single,Full time
CAN,Male,35,Married,Unemployed
CAN,Female,53,Married,Full time
CAN,Male,40,Married,Student
CAN,Male,44,Married,Full time
CAN,Male,49,Married,Full time
CAN,Female,40,Married,Part time
CAN,Female,25,Single,Student
CAN,Male,39,Married,Full time
CAN,Male,72,Separated,Retired/pensioned
CAN,Female,50,Married,Self employed
CAN,Male,53,Married,Homemaker not otherwise employed
CAN,Female,23,Single,Full time
CAN,Female,24,Single,Part time
CAN,Male,41,Married,Full time
CAN,Female,49,Living together as married,Part time
CAN,Female,48,Single,Part time
CAN,Male,28,Divorced,Part time
CAN,Male,78,Widowed,Retired/pensioned
CAN,Female,37,Living together as married,Part time
CAN,Male,21,Single,Student
CAN,Female,46,Divorced,Part time
CAN,Male,20,Single,Student
CAN,Male,36,Married,Full time
CAN,Female,48,Married,Full time
CAN,Male,27,Married,Full time
CAN,Male,76,Living together as married,Retired/pensioned
CAN,Male,37,Single,Full time
CAN,Male,48,Married,Full time
CAN,Male,48,Married,Full time
CAN,Female,40,Single,Full time
CAN,Male,44,Married,Full time
CAN,Male,40,Married,Full time
CAN,Male,37,Widowed,Part time
CAN,Female,60,Married,Full time
CAN,Male,64,Married,Retired/pensioned
CAN,Female,39,Single,Self employed
CAN,Male,66,Married,Full time
CAN,Male,49,Married,Full time
CAN,Female,23,Living together as married,Student
CAN,Male,58,Living together as married,Retired/pensioned
CAN,Male,70,Living together as married,Retired/pensioned
CAN,Female,56,Married,Part time
CAN,Male,48,Single,Unemployed
CAN,Male,42,Living together as married,Other
CAN,Female,51,Divorced,Full time
CAN,Female,43,Married,Full time
CAN,Male,48,Married,Full time
CAN,Male,44,Married,Full time
CAN,Female,22,Single,Student
CAN,Male,40,Divorced,Full time
CAN,Male,64,Divorced,Other
CAN,Male,40,Married,Full time
CAN,Female,74,Married,Retired/pensioned
CAN,Male,64,Married,Part time
CAN,Male,51,Married,Full time
CAN,Male,52,Married,Full time
CAN,Male,66,Married,Retired/pensioned
CAN,Male,45,Married,Full time
CAN,Male,80,Married,Retired/pensioned
CAN,Male,52,Married,Self employed
CAN,Male,57,Married,Unemployed
CAN,Female,42,Living together as married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Male,76,Married,Part time
CAN,Male,63,Married,Retired/pensioned
CAN,Male,58,Married,Full time
CAN,Male,71,Married,Self employed
CAN,Female,52,Married,Full time
CAN,Male,37,Married,Full time
CAN,Male,51,Living together as married,Full time
CAN,Male,55,Married,Full time
CAN,Male,36,Married,Full time
CAN,Male,43,Living together as married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Male,29,Living together as married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Male,74,Married,Retired/pensioned
CAN,Male,64,Living together as married,Retired/pensioned
CAN,Male,37,Married,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Male,68,Divorced,Retired/pensioned
CAN,Male,52,Living together as married,Full time
CAN,Female,35,Married,Full time
CAN,Female,19,Single,Student
CAN,Male,64,Married,Retired/pensioned
CAN,Male,66,Living together as married,Retired/pensioned
CAN,Male,70,Married,Full time
CAN,Female,41,Living together as married,Full time
CAN,Male,46,Married,Full time
CAN,Male,63,Divorced,Full time
CAN,Male,42,Married,Full time
CAN,Female,54,Married,Full time
CAN,Male,39,Married,Full time
CAN,Female,66,Divorced,Retired/pensioned
CAN,Male,70,Married,Retired/pensioned
CAN,Female,38,Married,Full time
CAN,Female,38,Married,Homemaker not otherwise employed
CAN,Male,24,Single,Student
CAN,Male,64,Married,Full time
CAN,Female,43,Married,Other
CAN,Male,73,Married,Self employed
CAN,Male,68,Divorced,Retired/pensioned
CAN,Female,52,Divorced,Homemaker not otherwise employed
CAN,Female,23,Single,Student
CAN,Female,41,Married,Full time
CAN,Male,65,Divorced,Self employed
CAN,Male,76,Married,Retired/pensioned
CAN,Male,48,Separated,Full time
CAN,Male,47,Married,Full time
CAN,Male,83,Widowed,Retired/pensioned
CAN,Male,35,Living together as married,Full time
CAN,Male,82,Married,Retired/pensioned
CAN,Male,51,Married,Full time
CAN,Male,38,Living together as married,Homemaker not otherwise employed
CAN,Male,64,Single,Self employed
CAN,Female,64,Married,Retired/pensioned
CAN,Male,62,Married,Retired/pensioned
CAN,Female,36,Married,Full time
CAN,Male,48,Single,Full time
CAN,Female,69,Divorced,Retired/pensioned
CAN,Male,39,Living together as married,Full time
CAN,Male,67,Married,Full time
CAN,Female,54,Single,Part time
CAN,Male,48,Married,Full time
CAN,Male,58,Married,Full time
CAN,Male,78,Married,Retired/pensioned
CAN,Male,42,Married,Full time
CAN,Female,23,Single,Full time
CAN,Female,63,Married,Unemployed
CAN,Female,39,Living together as married,Homemaker not otherwise employed
CAN,Female,22,Single,Student
CAN,Male,40,Single,Full time
CAN,Male,81,Married,Retired/pensioned
CAN,Female,37,Married,Student
CAN,Female,63,Married,Retired/pensioned
CAN,Female,21,Single,Student
CAN,Male,39,Single,Full time
CAN,Female,21,Single,Student
CAN,Female,65,Married,Retired/pensioned
CAN,Male,52,Married,Self employed
CAN,Male,56,Single,Self employed
CAN,Male,62,Married,Retired/pensioned
CAN,Male,23,Single,Student
CAN,Female,55,Married,Full time
CAN,Female,37,Single,Unemployed
CAN,Male,70,Married,Retired/pensioned
CAN,Male,52,Married,Full time
CAN,Male,53,Married,Unemployed
CAN,Female,38,Living together as married,Full time
CAN,Male,60,Living together as married,Self employed
CAN,Male,39,Married,Full time
CAN,Female,22,Single,Full time
CAN,Female,43,Married,Full time
CAN,Male,49,Married,Full time
CAN,Female,45,Married,Full time
CAN,Female,72,Married,Retired/pensioned
CAN,Male,43,Living together as married,Full time
CAN,Male,57,Divorced,Full time
CAN,Male,40,Living together as married,Other
CAN,Male,62,Married,Retired/pensioned
CAN,Female,55,Married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Male,66,Married,Full time
CAN,Male,74,Married,Retired/pensioned
CAN,Female,48,Divorced,Retired/pensioned
CAN,Female,21,Single,Student
CAN,Female,71,Divorced,Retired/pensioned
CAN,Female,53,Single,Full time
CAN,Male,23,Living together as married,Student
CAN,Male,27,Single,Unemployed
CAN,Female,28,Married,Part time
CAN,Female,74,Widowed,Retired/pensioned
CAN,Female,54,Married,Full time
CAN,Female,35,Single,Homemaker not otherwise employed
CAN,Female,45,Single,Self employed
CAN,Male,47,Married,Unemployed
CAN,Female,21,Single,Student
CAN,Male,60,Married,Part time
CAN,Female,59,Married,Retired/pensioned
CAN,Male,69,Married,Retired/pensioned
CAN,Female,62,Married,Retired/pensioned
CAN,Male,40,Single,Full time
CAN,Male,63,Married,Self employed
CAN,Female,35,Married,Homemaker not otherwise employed
CAN,Male,44,Single,Full time
CAN,Female,22,Single,Student
CAN,Male,40,Single,Full time
CAN,Male,67,Married,Retired/pensioned
CAN,Male,69,Married,Self employed
CAN,Female,62,Divorced,Retired/pensioned
CAN,Female,45,Married,Full time
CAN,Female,36,Married,Self employed
CAN,Male,50,Divorced,Self employed
CAN,Male,62,Single,Retired/pensioned
CAN,Female,59,Married,Full time
CAN,Male,68,Divorced,Retired/pensioned
CAN,Male,61,Single,Unemployed
CAN,Female,65,Married,Retired/pensioned
CAN,Male,52,Single,Self employed
CAN,Female,42,Living together as married,Homemaker not otherwise employed
CAN,Female,23,Living together as married,Part time
CAN,Male,71,Widowed,Retired/pensioned
CAN,Female,61,Married,Full time
CAN,Female,40,Married,Unemployed
CAN,Male,59,Divorced,Self employed
CAN,Female,70,Single,Retired/pensioned
CAN,Male,43,Single,Full time
CAN,Female,82,Widowed,Retired/pensioned
CAN,Male,85,Married,Retired/pensioned
CAN,Male,37,Married,Full time
CAN,Female,22,Single,Student
CAN,Male,67,Married,Retired/pensioned
CAN,Female,85,Widowed,Retired/pensioned
CAN,Male,77,Married,Retired/pensioned
CAN,Male,76,Married,Retired/pensioned
CAN,Male,43,Divorced,Full time
CAN,Female,49,Widowed,Unemployed
CAN,Male,66,Married,Retired/pensioned
CAN,Female,38,Living together as married,Full time
CAN,Male,59,Married,Retired/pensioned
CAN,Male,66,Married,Self employed
CAN,Male,39,Married,Full time
CAN,Male,65,Divorced,Retired/pensioned
CAN,Male,43,Single,Full time
CAN,Male,44,Living together as married,Full time
CAN,Female,62,Married,Student
CAN,Female,64,Married,Retired/pensioned
CAN,Male,76,Widowed,Retired/pensioned
CAN,Female,72,Married,Retired/pensioned
CAN,Male,55,Living together as married,Self employed
CAN,Female,50,Married,Full time
CAN,Female,75,Widowed,Retired/pensioned
CAN,Female,64,Divorced,Part time
CAN,Male,70,Married,Retired/pensioned
CAN,Male,24,Single,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Female,51,Married,Full time
CAN,Male,57,Married,Full time
CAN,Female,40,Divorced,Part time
CAN,Male,37,Married,Full time
CAN,Female,58,Married,Full time
CAN,Female,63,Divorced,Self employed
CAN,Female,69,Divorced,Retired/pensioned
CAN,Male,70,Married,Full time
CAN,Male,78,Married,Retired/pensioned
CAN,Male,48,Separated,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Male,50,Single,Homemaker not otherwise employed
CAN,Male,58,Divorced,Part time
CAN,Female,19,Single,Student
CAN,Male,65,Married,Retired/pensioned
CAN,Male,46,Married,Full time
CAN,Male,64,Divorced,Full time
CAN,Male,22,Single,Student
CAN,Male,60,Married,Full time
CAN,Male,43,Married,Full time
CAN,Male,63,Married,Retired/pensioned
CAN,Female,61,Divorced,Self employed
CAN,Female,29,Living together as married,Full time
CAN,Male,56,Married,Self employed
CAN,Male,62,Married,Full time
CAN,Female,84,Divorced,Retired/pensioned
CAN,Male,73,Married,Retired/pensioned
CAN,Female,18,Single,Student
CAN,Male,39,Single,Unemployed
CAN,Male,68,Married,Retired/pensioned
CAN,Female,26,Single,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Male,29,Married,Full time
CAN,Male,48,Separated,Unemployed
CAN,Male,38,Divorced,Full time
CAN,Female,39,Married,Full time
CAN,Female,35,Married,Homemaker not otherwise employed
CAN,Male,71,Separated,Retired/pensioned
CAN,Male,29,Married,Full time
CAN,Male,20,Living together as married,Retired/pensioned
CAN,Male,35,Married,Full time
CAN,Male,62,Married,Retired/pensioned
CAN,Male,62,Married,Full time
CAN,Female,66,Living together as married,Retired/pensioned
CAN,Male,60,Living together as married,Unemployed
CAN,Female,54,Single,Homemaker not otherwise employed
CAN,Female,69,Living together as married,Retired/pensioned
CAN,Female,52,Separated,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Female,42,Separated,Part time
CAN,Male,59,Married,Full time
CAN,Male,63,Single,Other
CAN,Male,63,Single,Part time
CAN,Female,31,Married,Homemaker not otherwise employed
CAN,Female,40,Married,Full time
CAN,Male,41,Married,Full time
CAN,Male,39,Married,Full time
CAN,Female,70,Married,Retired/pensioned
CAN,Male,57,Married,Retired/pensioned
CAN,Female,37,Living together as married,Full time
CAN,Female,58,Married,Full time
CAN,Female,44,Living together as married,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Female,39,Married,Homemaker not otherwise employed
CAN,Male,50,Separated,Full time
CAN,Male,54,Married,Full time
CAN,Female,24,Single,Student
CAN,Female,40,Single,Full time
CAN,Female,50,Married,Full time
CAN,Male,46,Single,Unemployed
CAN,Male,53,Living together as married,Full time
CAN,Female,48,Single,Full time
CAN,Male,43,Married,Full time
CAN,Female,66,Widowed,Retired/pensioned
CAN,Male,81,Married,Retired/pensioned
CAN,Female,52,Married,Full time
CAN,Female,39,Married,Full time
CAN,Female,47,Married,Other
CAN,Male,51,Living together as married,Full time
CAN,Male,62,Married,Full time
CAN,Male,70,Married,Retired/pensioned
CAN,Male,42,Single,Full time
CAN,Male,37,Married,Part time
CAN,Male,64,Living together as married,Full time
CAN,Female,57,Divorced,Full time
CAN,Male,60,Married,Full time
CAN,Male,21,Single,Part time
CAN,Female,58,Married,Part time
CAN,Male,60,Married,Unemployed
CAN,Male,38,Single,Part time
CAN,Male,21,Single,Student
CAN,Male,51,Married,Full time
CAN,Male,55,Married,Full time
CAN,Male,28,Single,Full time
CAN,Female,47,Married,Full time
CAN,Female,48,Divorced,Part time
CAN,Female,65,Married,Retired/pensioned
CAN,Male,70,Married,Retired/pensioned
CAN,Female,35,Married,Full time
CAN,Female,41,Living together as married,Part time
CAN,Male,38,Separated,Self employed
CAN,Male,46,Married,Unemployed
CAN,Female,67,Divorced,Retired/pensioned
CAN,Female,23,Single,Student
CAN,Male,48,Married,Full time
CAN,Male,63,Married,Retired/pensioned
CAN,Female,28,Married,Part time
CAN,Male,40,Married,Full time
CAN,Female,35,Single,Part time
CAN,Male,44,Living together as married,Full time
CAN,Female,60,Married,Retired/pensioned
CAN,Female,36,Married,Other
CAN,Female,22,Single,Student
CAN,Female,54,Married,Full time
CAN,Male,38,Married,Full time
CAN,Female,84,Widowed,Retired/pensioned
CAN,Male,39,Single,Part time
CAN,Male,44,Single,Unemployed
CAN,Female,23,Married,Full time
CAN,Female,50,Living together as married,Part time
CAN,Female,60,Living together as married,Retired/pensioned
CAN,Female,45,Married,Part time
CAN,Male,44,Living together as married,Full time
CAN,Male,36,Single,Full time
CAN,Male,70,Single,Retired/pensioned
CAN,Male,39,Married,Full time
CAN,Male,54,Married,Full time
CAN,Male,71,Married,Retired/pensioned
CAN,Female,18,Single,Part time
CAN,Male,37,Married,Full time
CAN,Male,50,Married,Full time
CAN,Male,66,Married,Part time
CAN,Female,48,Single,Unemployed
CAN,Male,80,Married,Retired/pensioned
CAN,Female,50,Married,Full time
CAN,Male,49,Married,Full time
CAN,Male,40,Living together as married,Full time
CAN,Male,38,Married,Full time
CAN,Male,49,Divorced,Homemaker not otherwise employed
CAN,Male,55,Married,Retired/pensioned
CAN,Female,58,Married,Retired/pensioned
CAN,Male,67,Married,Retired/pensioned
CAN,Female,53,Living together as married,Full time
CAN,Female,23,Single,Student
CAN,Male,20,Single,Student
CAN,Male,39,Married,Full time
CAN,Female,36,Married,Full time
CAN,Male,36,Married,Full time
CAN,Male,30,Living together as married,Full time
CAN,Male,43,Single,Full time
CAN,Male,41,Married,Full time
CAN,Female,63,Married,Retired/pensioned
CAN,Male,50,Divorced,Self employed
CAN,Female,43,Married,Self employed
CAN,Male,64,Living together as married,Retired/pensioned
CAN,Male,24,Single,Full time
CAN,Male,53,Married,Unemployed
CAN,Male,23,Single,Full time
CAN,Female,19,Single,Student
CAN,Male,65,Married,Retired/pensioned
CAN,Female,40,Living together as married,Homemaker not otherwise employed
CAN,Male,44,Single,Full time
CAN,Male,29,Married,Full time
CAN,Male,62,Single,Full time
CAN,Female,24,Living together as married,Student
CAN,Male,55,Married,Full time
CAN,Female,42,Married,Full time
CAN,Male,55,Divorced,Full time
CAN,Male,56,Separated,Unemployed
CAN,Female,47,Living together as married,Self employed
CAN,Male,24,Single,Full time
CAN,Male,24,Single,Full time
CAN,Female,63,Married,Unemployed
CAN,Male,20,Single,Part time
CAN,Female,49,Married,Full time
CAN,Female,23,Single,Student
CAN,Female,20,Living together as married,Student
CAN,Female,67,Married,Part time
CAN,Female,62,Separated,Homemaker not otherwise employed
CAN,Male,52,Widowed,Full time
CAN,Male,40,Single,Full time
CAN,Male,40,Single,Full time
CAN,Female,75,Married,Retired/pensioned
CAN,Male,82,Widowed,Retired/pensioned
CAN,Female,23,Single,Homemaker not otherwise employed
CAN,Male,60,Married,Retired/pensioned
CAN,Female,39,Living together as married,Full time
CAN,Male,65,Single,Self employed
CAN,Male,46,Married,Part time
CAN,Female,45,Married,Retired/pensioned
CAN,Female,54,Single,Retired/pensioned
CAN,Female,74,Married,Retired/pensioned
CAN,Female,57,Divorced,Unemployed
CAN,Male,40,Married,Self employed
CAN,Female,63,Married,Retired/pensioned
CAN,Female,60,Married,Retired/pensioned
CAN,Male,72,Married,Retired/pensioned
CAN,Male,65,Married,Retired/pensioned
CAN,Female,46,Married,Self employed
CAN,Female,62,Single,Full time
CAN,Male,40,Single,Unemployed
CAN,Male,52,Married,Part time
CAN,Male,46,Single,Part time
CAN,Female,48,Living together as married,Full time
CAN,Male,78,Married,Retired/pensioned
CAN,Female,50,Married,Homemaker not otherwise employed
CAN,Female,68,Married,Retired/pensioned
CAN,Female,39,Single,Full time
CAN,Female,45,Married,Other
CAN,Male,38,Living together as married,Full time
CAN,Female,77,Widowed,Retired/pensioned
CAN,Female,22,Single,Student
CAN,Male,59,Married,Full time
CAN,Male,69,Married,Retired/pensioned
CAN,Female,71,Single,Retired/pensioned
CAN,Female,70,Married,Retired/pensioned
CAN,Female,24,Single,Student
CAN,Male,53,Married,Full time
CAN,Female,60,Married,Full time
CAN,Female,58,Married,Full time
CAN,Male,79,Married,Retired/pensioned
CAN,Female,37,Living together as married,Full time
