region,population,sex,age,education,income,statusquo,vote,age_group,high_income,support_level
C,175000,M,30,S,15000,-0.61942,U,30-44,FALSE,Unsupportive
C,175000,F,32,S,15000,-0.99973,N,30-44,FALSE,Unsupportive
C,175000,M,29,S,35000,-1.07308,N,18-29,TRUE,Unsupportive
C,175000,M,31,PS,35000,-0.7163,N,30-44,TRUE,Unsupportive
C,175000,F,42,PS,35000,-1.00592,N,30-44,TRUE,Unsupportive
C,175000,F,25,S,15000,-0.97034,U,18-29,FALSE,Unsupportive
C,175000,F,58,P,7500,0.06874,U,45-59,FALSE,Supportive
C,175000,M,28,S,75000,-0.99275,N,18-29,TRUE,Unsupportive
C,175000,M,40,P,15000,-0.08067,U,30-44,FALSE,Unsupportive
C,25000,F,29,P,7500,-0.78136,U,18-29,FALSE,Unsupportive
C,25000,F,54,P,7500,0.26943,U,45-59,FALSE,Supportive
C,25000,M,33,P,15000,1.17576,U,30-44,FALSE,Supportive
C,25000,F,37,P,15000,1.47615,Y,30-44,FALSE,Supportive
C,25000,M,54,P,7500,0.96198,Y,45-59,FALSE,Supportive
C,25000,M,65,P,15000,0.79963,Y,60+,FALSE,Supportive
C,25000,F,29,S,15000,-0.39404,U,18-29,FALSE,Unsupportive
C,25000,M,19,S,35000,-0.73973,N,18-29,TRUE,Unsupportive
C,25000,M,26,PS,35000,-1.08349,N,18-29,TRUE,Unsupportive
C,25000,F,45,P,15000,1.56861,Y,45-59,FALSE,Supportive
C,25000,F,34,S,15000,-0.92196,U,30-44,FALSE,Unsupportive
C,25000,M,39,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
C,25000,M,36,P,7500,0.80323,Y,30-44,FALSE,Supportive
C,25000,M,47,S,15000,0.29779,Y,45-59,FALSE,Supportive
C,25000,F,30,P,7500,0.24277,U,30-44,FALSE,Supportive
C,25000,F,59,P,15000,1.5877,Y,45-59,FALSE,Supportive
C,25000,M,26,PS,15000,-0.01365,U,18-29,FALSE,Unsupportive
C,62500,M,52,P,2500,-0.9757,N,45-59,FALSE,Unsupportive
C,62500,F,21,P,15000,0.63187,U,18-29,FALSE,Supportive
C,62500,M,19,PS,75000,-0.64524,N,18-29,TRUE,Unsupportive
C,62500,F,20,S,35000,0.81443,Y,18-29,TRUE,Supportive
C,62500,M,20,S,7500,0.71902,Y,18-29,FALSE,Supportive
C,62500,F,47,P,15000,0.35864,Y,45-59,FALSE,Supportive
C,62500,F,25,S,15000,-1.08876,N,18-29,FALSE,Unsupportive
C,62500,M,42,S,15000,1.09242,Y,30-44,FALSE,Supportive
C,62500,M,40,P,35000,1.43653,Y,30-44,TRUE,Supportive
C,62500,F,29,PS,75000,-0.83828,N,18-29,TRUE,Unsupportive
C,62500,F,58,P,15000,0.32249,A,45-59,FALSE,Supportive
C,62500,M,40,PS,35000,-0.54836,N,30-44,TRUE,Unsupportive
C,62500,M,27,PS,35000,-1.25795,N,18-29,TRUE,Unsupportive
C,62500,F,38,S,75000,0.04945,Y,30-44,TRUE,Supportive
C,62500,F,30,S,35000,0.78044,U,30-44,TRUE,Supportive
C,62500,F,45,P,35000,-1.25861,N,45-59,TRUE,Unsupportive
C,62500,M,21,S,15000,0.0958,U,18-29,FALSE,Supportive
C,62500,M,25,S,35000,-1.00739,N,18-29,TRUE,Unsupportive
C,62500,M,50,P,15000,-0.82423,N,45-59,FALSE,Unsupportive
C,15000,M,28,P,7500,1.55041,U,18-29,FALSE,Supportive
C,15000,F,24,S,15000,1.21971,U,18-29,FALSE,Supportive
C,15000,F,65,S,15000,0.25733,Y,60+,FALSE,Supportive
C,15000,M,42,S,7500,-0.82337,N,30-44,FALSE,Unsupportive
C,15000,F,48,P,15000,0.57449,Y,45-59,FALSE,Supportive
C,15000,F,25,P,15000,0.71863,U,18-29,FALSE,Supportive
C,15000,M,46,S,35000,-0.2559,N,45-59,TRUE,Unsupportive
C,15000,M,44,P,35000,-0.25763,U,30-44,TRUE,Unsupportive
C,15000,M,23,P,15000,0.41138,A,18-29,FALSE,Supportive
C,15000,M,48,P,7500,1.00124,Y,45-59,FALSE,Supportive
C,15000,M,29,P,7500,1.28046,Y,18-29,FALSE,Supportive
C,15000,F,18,P,2500,-0.76832,Y,18-29,FALSE,Unsupportive
C,15000,M,23,S,7500,0.02383,Y,18-29,FALSE,Supportive
C,15000,M,70,P,7500,-1.29617,N,60+,FALSE,Unsupportive
C,15000,F,30,S,7500,1.31961,U,30-44,FALSE,Supportive
C,15000,F,46,P,2500,0.69169,Y,45-59,FALSE,Supportive
C,15000,M,70,P,7500,1.3601,Y,60+,FALSE,Supportive
C,25000,F,69,P,7500,1.32047,Y,60+,FALSE,Supportive
C,25000,M,56,P,7500,1.4702,U,45-59,FALSE,Supportive
C,25000,M,22,P,7500,1.35787,Y,18-29,FALSE,Supportive
C,25000,M,34,S,15000,0.39928,U,30-44,FALSE,Supportive
C,25000,F,19,S,15000,0.90219,U,18-29,FALSE,Supportive
C,25000,F,20,P,35000,1.08088,Y,18-29,TRUE,Supportive
C,25000,M,29,S,35000,0.65511,U,18-29,TRUE,Supportive
C,25000,F,46,P,2500,0.75797,Y,45-59,FALSE,Supportive
C,25000,M,61,P,2500,1.47615,Y,60+,FALSE,Supportive
C,25000,M,65,P,15000,0.6589,U,60+,FALSE,Supportive
C,25000,F,41,P,7500,1.4045,Y,30-44,FALSE,Supportive
C,25000,M,18,P,2500,-1.22876,N,18-29,FALSE,Unsupportive
C,25000,M,50,P,7500,1.45616,Y,45-59,FALSE,Supportive
C,25000,F,28,S,15000,1.55465,Y,18-29,FALSE,Supportive
C,25000,F,19,S,7500,1.50229,Y,18-29,FALSE,Supportive
C,25000,M,27,S,15000,0.58726,A,18-29,FALSE,Supportive
C,25000,F,39,P,7500,0.76371,U,30-44,FALSE,Supportive
C,25000,M,70,P,7500,1.04827,U,60+,FALSE,Supportive
C,25000,F,45,P,7500,0.40629,U,45-59,FALSE,Supportive
C,25000,F,32,P,7500,1.5877,Y,30-44,FALSE,Supportive
C,25000,M,22,S,15000,-0.95379,N,18-29,FALSE,Unsupportive
C,25000,F,60,P,7500,1.5877,Y,60+,FALSE,Supportive
C,25000,M,64,P,7500,1.43653,Y,60+,FALSE,Supportive
C,25000,F,30,S,35000,0.68807,Y,30-44,TRUE,Supportive
C,25000,M,24,PS,15000,-1.19137,N,18-29,FALSE,Unsupportive
C,25000,F,21,P,15000,1.33829,Y,18-29,FALSE,Supportive
C,25000,F,49,S,7500,1.35481,Y,45-59,FALSE,Supportive
C,25000,M,54,P,15000,0.9338,U,45-59,FALSE,Supportive
C,25000,M,24,P,15000,-1.22258,N,18-29,FALSE,Unsupportive
C,25000,M,18,S,75000,-0.88064,N,18-29,TRUE,Unsupportive
C,25000,M,62,P,35000,1.55678,U,60+,TRUE,Supportive
C,25000,F,44,P,7500,0.91033,U,30-44,FALSE,Supportive
C,25000,F,18,S,35000,0.34316,Y,18-29,TRUE,Supportive
C,25000,M,27,P,35000,-0.02385,Y,18-29,TRUE,Unsupportive
S,125000,M,18,S,15000,1.29424,Y,18-29,FALSE,Supportive
S,125000,M,44,P,2500,-1.29617,N,30-44,FALSE,Unsupportive
S,125000,F,31,PS,15000,-1.29617,N,30-44,FALSE,Unsupportive
S,125000,F,58,S,35000,-1.29617,N,45-59,TRUE,Unsupportive
S,125000,M,68,P,7500,-1.29617,N,60+,FALSE,Unsupportive
S,125000,F,47,P,7500,1.54802,Y,45-59,FALSE,Supportive
S,125000,F,22,P,7500,0.5492,Y,18-29,FALSE,Supportive
S,125000,M,40,PS,75000,1.43203,Y,30-44,TRUE,Supportive
S,125000,M,35,P,2500,1.17367,Y,30-44,FALSE,Supportive
S,125000,M,65,S,15000,1.1643,Y,60+,FALSE,Supportive
S,125000,M,35,P,15000,0.85852,U,30-44,FALSE,Supportive
S,125000,F,18,P,7500,1.26956,Y,18-29,FALSE,Supportive
S,125000,F,66,S,15000,0.40663,A,60+,FALSE,Supportive
S,125000,F,22,S,7500,0.96938,Y,18-29,FALSE,Supportive
S,125000,M,23,S,15000,-0.73957,N,18-29,FALSE,Unsupportive
S,125000,M,60,P,2500,0.6589,U,60+,FALSE,Supportive
S,125000,M,21,P,2500,1.25084,Y,18-29,FALSE,Supportive
S,125000,F,54,P,15000,0.69887,Y,45-59,FALSE,Supportive
S,45000,M,40,P,75000,0.46287,U,30-44,TRUE,Supportive
S,45000,F,19,S,15000,0.81279,U,18-29,FALSE,Supportive
S,45000,M,32,P,75000,0.99576,U,30-44,TRUE,Supportive
S,45000,F,54,P,75000,0.23543,U,45-59,TRUE,Supportive
S,45000,M,35,P,2500,1.00383,U,30-44,FALSE,Supportive
S,45000,F,19,PS,15000,-0.5488,U,18-29,FALSE,Unsupportive
S,45000,F,40,P,7500,0.66545,U,30-44,FALSE,Supportive
S,45000,M,25,P,2500,1.25306,Y,18-29,FALSE,Supportive
S,45000,M,48,S,35000,-1.29617,N,45-59,TRUE,Unsupportive
S,45000,M,37,PS,35000,0.19914,Y,30-44,TRUE,Supportive
S,45000,F,32,S,7500,0.21006,U,30-44,FALSE,Supportive
S,45000,F,18,S,7500,1.31037,Y,18-29,FALSE,Supportive
S,45000,M,53,PS,75000,1.48547,Y,45-59,TRUE,Supportive
S,45000,M,25,PS,35000,1.1538,Y,18-29,TRUE,Supportive
S,45000,F,45,P,2500,-0.60865,U,45-59,FALSE,Unsupportive
S,45000,F,54,S,7500,-0.2688,N,45-59,FALSE,Unsupportive
S,45000,F,60,P,75000,-0.89149,Y,60+,TRUE,Unsupportive
S,45000,F,18,P,75000,-0.97181,N,18-29,TRUE,Unsupportive
S,45000,F,49,PS,2500,-0.86092,N,45-59,FALSE,Unsupportive
S,45000,M,30,P,7500,1.04754,Y,30-44,FALSE,Supportive
S,15000,M,33,P,7500,0.20483,Y,30-44,FALSE,Supportive
S,15000,F,36,P,7500,-1.26247,N,30-44,FALSE,Unsupportive
S,15000,M,62,P,2500,1.30792,Y,60+,FALSE,Supportive
S,15000,F,21,S,15000,-0.78802,N,18-29,FALSE,Unsupportive
S,15000,M,36,P,15000,-0.72822,N,30-44,FALSE,Unsupportive
S,15000,F,65,P,7500,0.82519,U,60+,FALSE,Supportive
S,15000,F,22,PS,7500,0.24983,U,18-29,FALSE,Supportive
S,15000,M,25,S,15000,-1.18323,N,18-29,FALSE,Unsupportive
S,15000,M,63,P,2500,1.43793,Y,60+,FALSE,Supportive
S,15000,M,26,S,35000,-1.10367,N,18-29,TRUE,Unsupportive
S,15000,M,67,S,2500,-0.82983,U,60+,FALSE,Unsupportive
S,15000,M,25,P,35000,-0.40224,A,18-29,TRUE,Unsupportive
S,15000,F,30,S,35000,0.2461,U,30-44,TRUE,Supportive
S,15000,F,70,P,7500,-1.16134,U,60+,FALSE,Unsupportive
S,15000,F,27,S,15000,1.40733,U,18-29,FALSE,Supportive
S,15000,M,27,PS,35000,-0.50424,N,18-29,TRUE,Unsupportive
S,15000,F,61,P,7500,1.1493,Y,60+,FALSE,Supportive
S,15000,M,27,P,2500,1.09701,Y,18-29,FALSE,Supportive
S,15000,F,70,P,7500,0.86323,U,60+,FALSE,Supportive
S,15000,M,53,S,35000,0.71448,Y,45-59,TRUE,Supportive
S,8750,M,36,P,7500,1.0188,Y,30-44,FALSE,Supportive
S,8750,M,19,P,7500,0.83115000000000006,Y,18-29,FALSE,Supportive
S,8750,M,28,S,15000,-1.00723,N,18-29,FALSE,Unsupportive
S,8750,F,50,P,7500,-1.08585,N,45-59,FALSE,Unsupportive
S,8750,F,20,P,2500,-0.96528,N,18-29,FALSE,Unsupportive
S,8750,M,65,P,7500,0.93522,Y,60+,FALSE,Supportive
S,8750,F,36,P,7500,1.55399,Y,30-44,FALSE,Supportive
S,8750,M,60,S,125000,0.97823,Y,60+,TRUE,Supportive
S,8750,F,28,S,35000,1.40361,Y,18-29,TRUE,Supportive
S,8750,M,28,S,35000,1.33246,Y,18-29,TRUE,Supportive
S,8750,F,48,S,7500,1.43732,Y,45-59,FALSE,Supportive
S,8750,M,58,P,7500,1.5877,Y,45-59,FALSE,Supportive
S,8750,F,25,S,2500,-0.93058,U,18-29,FALSE,Unsupportive
S,8750,M,60,P,7500,1.25541,U,60+,FALSE,Supportive
S,8750,F,25,S,15000,0.10978,U,18-29,FALSE,Supportive
S,8750,F,19,S,35000,0.81609,Y,18-29,TRUE,Supportive
S,8750,M,23,S,75000,1.32935,Y,18-29,TRUE,Supportive
S,8750,F,59,P,15000,0.07679,U,45-59,FALSE,Supportive
S,8750,M,37,P,15000,1.51284,N,30-44,FALSE,Supportive
S,125000,F,37,P,15000,0.01293,A,30-44,FALSE,Supportive
S,125000,F,31,S,7500,0.90908,Y,30-44,FALSE,Supportive
S,125000,M,27,P,7500,-1.1464,N,18-29,FALSE,Unsupportive
S,125000,M,41,S,15000,-0.9406,N,30-44,FALSE,Unsupportive
S,125000,M,37,P,15000,0.74986,Y,30-44,FALSE,Supportive
S,125000,M,68,P,15000,0.38388,U,60+,FALSE,Supportive
S,125000,M,25,P,7500,0.3898,U,18-29,FALSE,Supportive
S,125000,M,25,P,7500,0.96249,Y,18-29,FALSE,Supportive
S,125000,F,42,P,7500,0.401,Y,30-44,FALSE,Supportive
S,125000,F,23,P,2500,1.5877,Y,18-29,FALSE,Supportive
S,125000,F,32,S,15000,1.55477,Y,30-44,FALSE,Supportive
S,125000,M,59,S,2500,-0.69048,Y,45-59,FALSE,Unsupportive
S,125000,M,28,S,15000,1.36539,Y,18-29,FALSE,Supportive
S,125000,F,37,S,15000,-0.40457,U,30-44,FALSE,Unsupportive
S,125000,F,42,P,15000,1.39692,Y,30-44,FALSE,Supportive
S,125000,M,36,S,35000,0.16282,Y,30-44,TRUE,Supportive
S,125000,M,26,S,35000,1.25257,Y,18-29,TRUE,Supportive
S,125000,F,42,P,15000,0.31096,Y,30-44,FALSE,Supportive
S,125000,F,18,S,35000,1.40361,Y,18-29,TRUE,Supportive
S,125000,F,35,PS,35000,-0.31346,N,30-44,TRUE,Unsupportive
S,25000,F,23,P,35000,-0.78492,A,18-29,TRUE,Unsupportive
S,25000,F,45,P,15000,1.27441,Y,45-59,FALSE,Supportive
S,25000,M,20,PS,35000,-0.3202,A,18-29,TRUE,Unsupportive
S,25000,M,62,P,15000,0.99792,Y,60+,FALSE,Supportive
S,25000,M,50,P,35000,0.1526,A,45-59,TRUE,Supportive
S,25000,F,21,P,15000,1.09549,Y,18-29,FALSE,Supportive
S,25000,F,40,P,35000,0.10905,Y,30-44,TRUE,Supportive
S,25000,M,67,P,15000,-0.87023,U,60+,FALSE,Unsupportive
S,25000,M,19,P,35000,-0.97943,N,18-29,TRUE,Unsupportive
S,25000,M,22,S,15000,-0.08141,Y,18-29,FALSE,Unsupportive
S,25000,M,48,PS,15000,0.80633,Y,45-59,FALSE,Supportive
S,25000,F,49,P,7500,0.13589,U,45-59,FALSE,Supportive
S,25000,M,27,P,15000,-0.0728,U,18-29,FALSE,Unsupportive
S,25000,F,38,S,15000,1.27567,Y,30-44,FALSE,Supportive
S,25000,M,23,S,15000,-0.96901,N,18-29,FALSE,Unsupportive
S,25000,F,47,P,7500,0.14576,Y,45-59,FALSE,Supportive
S,25000,F,35,S,7500,1.54808,Y,30-44,FALSE,Supportive
S,25000,M,24,S,2500,0.24455,Y,18-29,FALSE,Supportive
S,25000,F,22,S,15000,1.43793,Y,18-29,FALSE,Supportive
S,25000,M,54,P,7500,-0.91601,U,45-59,FALSE,Unsupportive
S,25000,F,25,S,7500,1.21252,A,18-29,FALSE,Supportive
S,25000,M,59,P,2500,1.39241,Y,45-59,FALSE,Supportive
S,25000,M,30,S,7500,-0.37017,Y,30-44,FALSE,Unsupportive
S,25000,M,26,P,7500,1.18326,Y,18-29,FALSE,Supportive
S,25000,F,41,S,15000,1.36173,Y,30-44,FALSE,Supportive
S,25000,F,52,P,2500,-0.79576,U,45-59,FALSE,Unsupportive
S,25000,F,21,PS,15000,-1.29617,N,18-29,FALSE,Unsupportive
S,25000,M,36,P,7500,-0.0493,N,30-44,FALSE,Unsupportive
S,25000,M,28,P,2500,0.13858,U,18-29,FALSE,Supportive
S,25000,M,42,P,2500,0.12341,Y,30-44,FALSE,Supportive
S,25000,F,22,PS,35000,-0.7125,N,18-29,TRUE,Unsupportive
S,25000,F,36,S,35000,-0.0338,U,30-44,TRUE,Unsupportive
S,25000,F,36,PS,35000,0.21687,U,30-44,TRUE,Supportive
S,25000,M,57,P,7500,-0.43126,U,45-59,FALSE,Unsupportive
S,25000,M,20,P,7500,0.2575,Y,18-29,FALSE,Supportive
S,25000,F,37,P,2500,1.5877,Y,30-44,FALSE,Supportive
S,25000,M,23,S,2500,-1.19739,N,18-29,FALSE,Unsupportive
S,25000,F,24,P,2500,1.46885,Y,18-29,FALSE,Supportive
S,25000,F,29,P,7500,1.3587,A,18-29,FALSE,Supportive
S,25000,M,55,P,7500,1.47615,Y,45-59,FALSE,Supportive
S,250000,M,48,PS,35000,0.40498,Y,45-59,TRUE,Supportive
S,250000,F,23,S,35000,-1.29293,N,18-29,TRUE,Unsupportive
S,250000,M,40,S,35000,-1.1517,N,30-44,TRUE,Unsupportive
S,250000,M,20,S,35000,0.98762,Y,18-29,TRUE,Supportive
S,250000,F,38,PS,75000,0.05047,Y,30-44,TRUE,Supportive
S,250000,F,26,S,15000,-0.88716,N,18-29,FALSE,Unsupportive
S,250000,F,49,S,15000,-1.07783,A,45-59,FALSE,Unsupportive
S,250000,M,55,S,35000,-0.1693,N,45-59,TRUE,Unsupportive
S,250000,M,39,PS,75000,-0.9353,N,30-44,TRUE,Unsupportive
S,250000,F,18,S,200000,0.11608,U,18-29,TRUE,Supportive
S,250000,M,21,PS,75000,-0.80281,N,18-29,TRUE,Unsupportive
S,250000,F,33,S,75000,-1.0632,N,30-44,TRUE,Unsupportive
S,250000,M,42,PS,125000,-1.03503,N,30-44,TRUE,Unsupportive
S,250000,F,24,S,35000,1.26582,Y,18-29,TRUE,Supportive
S,250000,F,21,S,15000,-0.05113,Y,18-29,FALSE,Unsupportive
S,250000,M,52,PS,7500,0.51881,U,45-59,FALSE,Supportive
S,250000,F,70,S,75000,1.25757,U,60+,TRUE,Supportive
S,250000,F,26,P,7500,0.64423,Y,18-29,FALSE,Supportive
S,250000,F,53,P,7500,-0.07279,N,45-59,FALSE,Unsupportive
S,250000,M,21,P,15000,0.53116,Y,18-29,FALSE,Supportive
S,250000,F,34,P,15000,0.52985,U,30-44,FALSE,Supportive
S,250000,M,60,P,35000,1.40283,Y,60+,TRUE,Supportive
S,250000,F,28,S,7500,-1.14049,N,18-29,FALSE,Unsupportive
S,250000,F,19,S,35000,-1.09015,N,18-29,TRUE,Unsupportive
S,250000,M,45,PS,35000,-0.56055,N,45-59,TRUE,Unsupportive
S,250000,M,18,S,15000,-0.92939,N,18-29,FALSE,Unsupportive
S,250000,M,21,S,15000,-0.16832,N,18-29,FALSE,Unsupportive
S,250000,F,37,P,35000,1.04304,Y,30-44,TRUE,Supportive
S,250000,F,24,P,7500,-0.88666,Y,18-29,FALSE,Unsupportive
S,250000,M,36,PS,75000,-1.2204,N,30-44,TRUE,Unsupportive
S,250000,F,39,PS,200000,-1.19438,N,30-44,TRUE,Unsupportive
S,250000,F,40,PS,200000,1.3454,Y,30-44,TRUE,Supportive
S,250000,M,55,PS,200000,-1.21974,N,45-59,TRUE,Unsupportive
S,250000,M,22,PS,15000,-0.81078,N,18-29,FALSE,Unsupportive
S,250000,F,26,P,7500,0.02034,U,18-29,FALSE,Supportive
S,250000,M,25,PS,35000,1.3274,Y,18-29,TRUE,Supportive
S,250000,F,51,S,15000,-1.0312,U,45-59,FALSE,Unsupportive
S,250000,F,39,P,75000,-0.28245,N,30-44,TRUE,Unsupportive
S,250000,F,39,S,15000,-1.30713,N,30-44,FALSE,Unsupportive
S,250000,M,22,PS,35000,-1.1517,N,18-29,TRUE,Unsupportive
S,250000,F,21,S,35000,-1.01948,U,18-29,TRUE,Unsupportive
S,250000,M,47,S,15000,-0.97273,N,45-59,FALSE,Unsupportive
S,250000,F,23,S,2500,1.35949,Y,18-29,FALSE,Supportive
S,250000,M,32,S,7500,0.43679,U,30-44,FALSE,Supportive
S,250000,M,37,S,15000,-0.48129,N,30-44,FALSE,Unsupportive
S,250000,F,24,S,15000,-1.18602,N,18-29,FALSE,Unsupportive
S,250000,M,65,P,15000,-1.29617,N,60+,FALSE,Unsupportive
S,250000,F,65,P,15000,-0.22181,U,60+,FALSE,Unsupportive
S,250000,M,41,S,75000,-0.78299,N,30-44,TRUE,Unsupportive
S,250000,M,22,S,15000,-0.69824,N,18-29,FALSE,Unsupportive
S,250000,M,48,P,2500,-1.09862,A,45-59,FALSE,Unsupportive
S,250000,F,40,P,2500,-1.22285,N,30-44,FALSE,Unsupportive
S,250000,F,24,PS,200000,0.75867,U,18-29,TRUE,Supportive
S,250000,M,62,P,35000,-1.10181,U,60+,TRUE,Unsupportive
S,250000,F,30,S,7500,-0.72077,N,30-44,FALSE,Unsupportive
S,250000,M,31,PS,15000,-1.05625,N,30-44,FALSE,Unsupportive
S,250000,M,29,PS,15000,-0.08136,N,18-29,FALSE,Unsupportive
S,250000,F,48,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
S,250000,F,53,P,2500,0.55703,Y,45-59,FALSE,Supportive
S,250000,F,22,P,15000,-1.05197,Y,18-29,FALSE,Unsupportive
S,250000,M,30,S,7500,-1.04084,N,30-44,FALSE,Unsupportive
S,250000,M,43,S,15000,-1.29617,N,30-44,FALSE,Unsupportive
S,250000,M,38,S,15000,-1.21232,N,30-44,FALSE,Unsupportive
S,250000,F,39,S,125000,-0.43399,U,30-44,TRUE,Unsupportive
S,250000,M,40,PS,75000,-1.11744,N,30-44,TRUE,Unsupportive
S,250000,F,66,PS,75000,-1.04075,N,60+,TRUE,Unsupportive
S,250000,M,30,PS,75000,-1.06681,N,30-44,TRUE,Unsupportive
S,250000,F,26,S,35000,1.39831,Y,18-29,TRUE,Supportive
S,250000,F,28,S,7500,-1.00003,N,18-29,FALSE,Unsupportive
S,250000,M,35,P,15000,0.34456,Y,30-44,FALSE,Supportive
S,250000,F,46,S,2500,1.07149,U,45-59,FALSE,Supportive
S,250000,F,19,S,35000,0.25636,A,18-29,TRUE,Supportive
S,250000,M,65,P,2500,-1.29617,N,60+,FALSE,Unsupportive
S,250000,M,22,S,35000,-0.29019,Y,18-29,TRUE,Unsupportive
S,250000,F,53,P,2500,1.5877,Y,45-59,FALSE,Supportive
S,250000,F,18,P,2500,0.43869,N,18-29,FALSE,Supportive
S,250000,M,33,S,35000,-0.97949,N,30-44,TRUE,Unsupportive
S,250000,M,53,P,7500,-1.10088,N,45-59,FALSE,Unsupportive
S,250000,M,33,P,15000,1.47476,Y,30-44,FALSE,Supportive
S,250000,M,37,P,15000,-0.05639,U,30-44,FALSE,Unsupportive
S,250000,F,34,P,7500,-0.9089,N,30-44,FALSE,Unsupportive
S,250000,F,36,P,15000,0.47789,Y,30-44,FALSE,Supportive
S,250000,F,36,S,7500,-0.75762,U,30-44,FALSE,Unsupportive
S,250000,F,38,S,75000,-0.67253,N,30-44,TRUE,Unsupportive
S,250000,M,22,S,15000,-0.88058,N,18-29,FALSE,Unsupportive
S,250000,F,18,PS,35000,-1.06673,N,18-29,TRUE,Unsupportive
S,250000,F,31,PS,75000,-1.07899,N,30-44,TRUE,Unsupportive
S,250000,F,18,S,7500,-0.99975,N,18-29,FALSE,Unsupportive
S,250000,F,36,S,15000,-0.71567,A,30-44,FALSE,Unsupportive
S,250000,M,56,PS,35000,-1.20544,N,45-59,TRUE,Unsupportive
S,250000,F,70,S,35000,1.43203,N,60+,TRUE,Supportive
S,250000,F,22,PS,7500,-1.29617,N,18-29,FALSE,Unsupportive
S,250000,M,30,P,15000,0.25023,Y,30-44,FALSE,Supportive
S,250000,F,44,P,7500,0.38898,A,30-44,FALSE,Supportive
S,250000,F,25,S,15000,0.81611,Y,18-29,FALSE,Supportive
S,250000,F,48,P,7500,-0.11207,U,45-59,FALSE,Unsupportive
S,25000,F,22,PS,15000,-1.06129,N,18-29,FALSE,Unsupportive
S,25000,F,63,P,15000,-0.27926,Y,60+,FALSE,Unsupportive
S,25000,M,57,P,15000,0.74066,Y,45-59,FALSE,Supportive
S,25000,M,22,S,35000,-1.19945,N,18-29,TRUE,Unsupportive
S,25000,M,25,P,7500,-1.09176,U,18-29,FALSE,Unsupportive
S,25000,F,21,S,2500,-0.80256,N,18-29,FALSE,Unsupportive
S,25000,F,51,PS,35000,1.38626,Y,45-59,TRUE,Supportive
S,25000,M,70,P,15000,-0.48681,U,60+,FALSE,Unsupportive
S,25000,M,36,PS,15000,-0.90237,N,30-44,FALSE,Unsupportive
S,25000,M,25,P,15000,-0.79222,N,18-29,FALSE,Unsupportive
S,25000,F,24,PS,15000,0.58929,U,18-29,FALSE,Supportive
S,25000,M,58,S,75000,1.55477,Y,45-59,TRUE,Supportive
S,25000,F,59,P,15000,-1.29617,N,45-59,FALSE,Unsupportive
S,25000,M,28,P,7500,-1.1195600000000001,N,18-29,FALSE,Unsupportive
S,25000,F,21,S,35000,-0.40754,N,18-29,TRUE,Unsupportive
S,25000,M,21,PS,15000,-0.79464,N,18-29,FALSE,Unsupportive
S,25000,F,38,PS,75000,-1.29617,N,30-44,TRUE,Unsupportive
S,25000,M,70,P,35000,-0.91196,U,60+,TRUE,Unsupportive
S,25000,F,60,S,15000,1.43203,Y,60+,FALSE,Supportive
S,25000,F,25,P,15000,-0.76597,N,18-29,FALSE,Unsupportive
S,15000,F,38,P,15000,-0.60892,U,30-44,FALSE,Unsupportive
S,15000,F,24,S,7500,1.27453,U,18-29,FALSE,Supportive
S,15000,M,20,P,7500,-0.44311,N,18-29,FALSE,Unsupportive
S,15000,M,58,P,7500,1.46885,Y,45-59,FALSE,Supportive
S,15000,M,58,P,7500,1.68819,Y,45-59,FALSE,Supportive
S,15000,F,69,S,15000,1.03459,Y,60+,FALSE,Supportive
S,15000,M,29,P,15000,0.32316,Y,18-29,FALSE,Supportive
S,15000,F,34,S,35000,-0.38947,U,30-44,TRUE,Unsupportive
S,15000,F,47,S,7500,-1.00879,N,45-59,FALSE,Unsupportive
S,15000,F,62,P,7500,0.24454,U,60+,FALSE,Supportive
S,15000,F,27,S,7500,-1.00877,N,18-29,FALSE,Unsupportive
S,15000,M,69,P,7500,1.5877,Y,60+,FALSE,Supportive
S,15000,F,70,P,7500,0.90441,Y,60+,FALSE,Supportive
S,15000,M,35,P,7500,0.17868,Y,30-44,FALSE,Supportive
S,15000,M,19,S,15000,-0.86197,N,18-29,FALSE,Unsupportive
S,15000,F,37,P,7500,1.5877,Y,30-44,FALSE,Supportive
S,15000,F,21,S,15000,-0.99603,N,18-29,FALSE,Unsupportive
S,15000,M,20,P,7500,-0.96762,N,18-29,FALSE,Unsupportive
S,15000,M,19,S,35000,0.11796,U,18-29,TRUE,Supportive
S,45000,M,28,S,15000,-1.1464,N,18-29,FALSE,Unsupportive
S,45000,M,41,S,35000,-0.21053,N,30-44,TRUE,Unsupportive
S,45000,M,23,P,2500,0.95611,N,18-29,FALSE,Supportive
S,45000,F,36,S,15000,-1.04877,N,30-44,FALSE,Unsupportive
S,45000,F,27,S,7500,-1.21695,N,18-29,FALSE,Unsupportive
S,45000,M,64,S,15000,-0.88369,N,60+,FALSE,Unsupportive
S,45000,M,31,S,7500,-1.04155,N,30-44,FALSE,Unsupportive
S,45000,M,49,PS,7500,0.4324,Y,45-59,FALSE,Supportive
S,45000,M,25,PS,15000,-1.29617,N,18-29,FALSE,Unsupportive
S,45000,F,33,P,7500,-0.25351,N,30-44,FALSE,Unsupportive
S,45000,F,22,P,15000,-0.72379,Y,18-29,FALSE,Unsupportive
